2026-03-03 00:00:34,582 INFO  [nio-9101-exec-2] [1772467234552] money : ====================
2026-03-03 00:00:34,592 INFO  [nio-9101-exec-2] [1772467234552] money : GET /money-pos/auth/own
2026-03-03 00:00:34,592 INFO  [nio-9101-exec-2] [1772467234552] money : WebRequestContext(requestId=1772467234552, lang=zh-cn, timezone=GMT+08:00)
2026-03-03 00:00:34,593 INFO  [nio-9101-exec-2] [1772467234552] money : > 127.0.0.1
2026-03-03 00:00:34,593 INFO  [nio-9101-exec-2] [1772467234552] money : body: -
2026-03-03 00:00:34,612 INFO  [nio-9101-exec-2] [1772467234552] money : spend time: 31ms
2026-03-03 00:00:34,775 INFO  [nio-9101-exec-7] [1772467234742] money : ====================
2026-03-03 00:00:34,775 INFO  [nio-9101-exec-7] [1772467234742] money : GET /money-pos/pos/goods
2026-03-03 00:00:34,776 INFO  [nio-9101-exec-7] [1772467234742] money : WebRequestContext(requestId=1772467234742, lang=zh-cn, timezone=GMT+08:00)
2026-03-03 00:00:34,776 INFO  [nio-9101-exec-7] [1772467234742] money : > 127.0.0.1
2026-03-03 00:00:34,777 INFO  [nio-9101-exec-7] [1772467234742] money : body: -
2026-03-03 00:00:34,836 INFO  [nio-9101-exec-7] [1772467234742] money : spend time: 61ms
2026-03-03 00:00:34,908 INFO  [nio-9101-exec-8] [1772467234860] money : ====================
2026-03-03 00:00:34,909 INFO  [nio-9101-exec-8] [1772467234860] money : GET /money-pos/pos/members
2026-03-03 00:00:34,909 INFO  [nio-9101-exec-8] [1772467234860] money : WebRequestContext(requestId=1772467234860, lang=zh-cn, timezone=GMT+08:00)
2026-03-03 00:00:34,909 INFO  [nio-9101-exec-8] [1772467234860] money : > 127.0.0.1
2026-03-03 00:00:34,910 INFO  [nio-9101-exec-8] [1772467234860] money : body: -
2026-03-03 00:00:34,922 INFO  [nio-9101-exec-8] [1772467234860] money : spend time: 14ms
2026-03-03 00:00:41,956 INFO  [nio-9101-exec-9] [1772467241920] money : ====================
2026-03-03 00:00:41,956 INFO  [nio-9101-exec-9] [1772467241920] money : GET /money-pos/pos/couponRule/memberCoupons/2028131235764895744
2026-03-03 00:00:41,956 INFO  [nio-9101-exec-9] [1772467241920] money : WebRequestContext(requestId=1772467241920, lang=zh-cn, timezone=GMT+08:00)
2026-03-03 00:00:41,956 INFO  [nio-9101-exec-9] [1772467241920] money : > 127.0.0.1
2026-03-03 00:00:41,956 INFO  [nio-9101-exec-9] [1772467241920] money : body: -
2026-03-03 00:00:41,965 INFO  [nio-9101-exec-9] [1772467241920] money : spend time: 9ms
2026-03-03 00:00:42,876 INFO  [io-9101-exec-10] [1772467242846] money : ====================
2026-03-03 00:00:42,877 INFO  [io-9101-exec-10] [1772467242846] money : GET /money-pos/dict/detail?dict=pos_payment_method
2026-03-03 00:00:42,877 INFO  [io-9101-exec-10] [1772467242846] money : WebRequestContext(requestId=1772467242846, lang=zh-cn, timezone=GMT+08:00)
2026-03-03 00:00:42,877 INFO  [io-9101-exec-10] [1772467242846] money : > 127.0.0.1
2026-03-03 00:00:42,877 INFO  [io-9101-exec-10] [1772467242846] money : body: -
2026-03-03 00:00:42,881 INFO  [io-9101-exec-10] [1772467242846] money : spend time: 5ms
2026-03-03 00:05:20,221 INFO  [nio-9101-exec-1] [1772467519341] money : ====================
2026-03-03 00:05:20,222 INFO  [nio-9101-exec-1] [1772467519341] money : POST /money-pos/pos/settleAccounts
2026-03-03 00:05:20,222 INFO  [nio-9101-exec-1] [1772467519341] money : WebRequestContext(requestId=1772467519341, lang=zh-cn, timezone=GMT+08:00)
2026-03-03 00:05:20,222 INFO  [nio-9101-exec-1] [1772467519341] money : > 127.0.0.1
2026-03-03 00:05:20,224 INFO  [nio-9101-exec-1] [1772467519341] money : body: {"member":"2028131235764895744","orderDetail":[{"goodsId":"2028320220193800192","goodsBarcode":"0000","goodsName":"测试2","quantity":2,"salePrice":90,"vipPrice":80,"coupon":10,"levelPrices":{"BJ_VIP":70,"HJ_VIP":80,"INNER":60},"goodsPrice":80}],"usedCouponRuleId":null,"usedCouponCount":0,"payments":[{"payMethodCode":"BALANCE","payMethodName":"会员余额","payAmount":30},{"payMethodCode":"AGGREGATE","payMethodName":"聚合扫码","payAmount":130}]}
2026-03-03 00:05:20,617 INFO  [nio-9101-exec-1] [1772467519341] money : result: {"id":"2028501921188573184","orderNo":"202603030005207","member":"黄金","memberId":"2028131235764895744","vip":true,"status":"PAID","contact":"18011111111","province":"福建省","city":"泉州市","district":"南安","address":"","costAmount":200.00,"totalAmount":180.00,"payAmount":160,"couponAmount":20.00,"finalSalesAmount":160,"paymentTime":"2026-03-03 00:05:20","createTime":"2026-03-03 00:05:20"}
2026-03-03 00:05:20,617 INFO  [nio-9101-exec-1] [1772467519341] money : spend time: 368ms
2026-03-03 00:05:20,761 INFO  [nio-9101-exec-2] [1772467520672] money : ====================
2026-03-03 00:05:20,762 INFO  [nio-9101-exec-2] [1772467520672] money : GET /money-pos/pos/goods
2026-03-03 00:05:20,762 INFO  [nio-9101-exec-2] [1772467520672] money : WebRequestContext(requestId=1772467520672, lang=zh-cn, timezone=GMT+08:00)
2026-03-03 00:05:20,763 INFO  [nio-9101-exec-2] [1772467520672] money : > 127.0.0.1
2026-03-03 00:05:20,763 INFO  [nio-9101-exec-2] [1772467520672] money : body: -
2026-03-03 00:05:20,817 INFO  [nio-9101-exec-2] [1772467520672] money : spend time: 56ms
2026-03-03 00:05:24,787 INFO  [nio-9101-exec-3] [1772467524743] money : ====================
2026-03-03 00:05:24,787 INFO  [nio-9101-exec-3] [1772467524743] money : GET /money-pos/pos/members
2026-03-03 00:05:24,787 INFO  [nio-9101-exec-3] [1772467524743] money : WebRequestContext(requestId=1772467524743, lang=zh-cn, timezone=GMT+08:00)
2026-03-03 00:05:24,788 INFO  [nio-9101-exec-3] [1772467524743] money : > 127.0.0.1
2026-03-03 00:05:24,788 INFO  [nio-9101-exec-3] [1772467524743] money : body: -
2026-03-03 00:05:24,797 INFO  [nio-9101-exec-3] [1772467524743] money : spend time: 10ms
2026-03-03 00:05:33,804 INFO  [nio-9101-exec-4] [1772467533646] money : ====================
